time, x
4.190000, 0.337351
4.200000, 0.337959
4.210000, 0.338567
4.220000, 0.339174
4.230000, 0.339781
4.240000, 0.340387
4.250000, 0.340993
4.260000, 0.341598
4.270000, 0.342202
4.280000, 0.342807
4.290000, 0.343410
4.300000, 0.344013
4.310000, 0.344616
4.320000, 0.345218
4.330000, 0.345820
4.340000, 0.346421
4.350000, 0.347022
4.360000, 0.347622
4.370000, 0.348221
4.380000, 0.348820
4.390000, 0.349419
4.400000, 0.350017
4.410000, 0.350614
4.420000, 0.351211
4.430000, 0.351807
4.440000, 0.352403
4.450000, 0.352999
4.460000, 0.353593
4.470000, 0.354187
4.480000, 0.354781
4.490000, 0.355374
4.500000, 0.355966
4.510000, 0.356558
4.520000, 0.357149
4.530000, 0.357740
4.540000, 0.358330
4.550000, 0.358920
4.560000, 0.359509
4.570000, 0.360097
4.580000, 0.360685
4.590000, 0.361272
4.600000, 0.361859
4.610000, 0.362445
4.620000, 0.363030
4.630000, 0.363615
4.640000, 0.364199
4.650000, 0.364783
4.660000, 0.365366
4.670000, 0.365948
4.680000, 0.366530
4.690000, 0.367111
4.700000, 0.367692
4.710000, 0.368272
4.720000, 0.368851
4.730000, 0.369429
4.740000, 0.370007
4.750000, 0.370585
4.760000, 0.371162
4.770000, 0.371738
4.780000, 0.372313
4.790000, 0.372888
4.800000, 0.373462
4.810000, 0.374036
4.820000, 0.374609
4.830000, 0.375181
4.840000, 0.375753
4.850000, 0.376324
4.860000, 0.376894
4.870000, 0.377463
4.880000, 0.378032
4.890000, 0.378601
4.900000, 0.379168
4.910000, 0.379735
4.920000, 0.380302
4.930000, 0.380867
4.940000, 0.381432
4.950000, 0.381997
4.960000, 0.382560
4.970000, 0.383123
4.980000, 0.383685
4.990000, 0.384247
5.000000, 0.384808
5.010000, 0.385368
5.020000, 0.385928
5.030000, 0.386487
5.040000, 0.387045
5.050000, 0.387602
5.060000, 0.388159
5.070000, 0.388715
5.080000, 0.389270
5.090000, 0.389825
5.100000, 0.390379
5.110000, 0.390932
5.120000, 0.391485
5.130000, 0.392037
5.140000, 0.392588
5.150000, 0.393138
5.160000, 0.393688
5.170000, 0.394237
5.180000, 0.394785
5.190000, 0.395333
5.200000, 0.395880
5.210000, 0.396426
5.220000, 0.396971
5.230000, 0.397516
5.240000, 0.398060
5.250000, 0.398603
5.260000, 0.399146
5.270000, 0.399688
5.280000, 0.400229
5.290000, 0.400769
5.300000, 0.401309
5.310000, 0.401848
5.320000, 0.402386
5.330000, 0.402924
5.340000, 0.403460
5.350000, 0.403996
5.360000, 0.404532
5.370000, 0.405066
5.380000, 0.405600
5.390000, 0.406133
5.400000, 0.406665
5.410000, 0.407197
5.420000, 0.407728
5.430000, 0.408258
5.440000, 0.408787
5.450000, 0.409316
5.460000, 0.409843
5.470000, 0.410370
5.480000, 0.410897
5.490000, 0.411422
5.500000, 0.411947
5.510000, 0.412471
5.520000, 0.412995
5.530000, 0.413517
5.540000, 0.414039
5.550000, 0.414560
5.560000, 0.415080
5.570000, 0.415600
5.580000, 0.416119
5.590000, 0.416637
5.600000, 0.417154
5.610000, 0.417671
5.620000, 0.418186
5.630000, 0.418701
5.640000, 0.419216
5.650000, 0.419729
5.660000, 0.420242
5.670000, 0.420754
5.680000, 0.421265
5.690000, 0.421775
5.700000, 0.422285
5.710000, 0.422794
5.720000, 0.423302
5.730000, 0.423809
5.740000, 0.424316
5.750000, 0.424822
5.760000, 0.425327
5.770000, 0.425831
5.780000, 0.426335
5.790000, 0.426837
5.800000, 0.427339
5.810000, 0.427841
5.820000, 0.428341
5.830000, 0.428841
5.840000, 0.429339
5.850000, 0.429838
5.860000, 0.430335
5.870000, 0.430831
5.880000, 0.431327
5.890000, 0.431822
5.900000, 0.432316
5.910000, 0.432810
5.920000, 0.433303
5.930000, 0.433795
5.940000, 0.434286
5.950000, 0.434776
5.960000, 0.435266
5.970000, 0.435754
5.980000, 0.436242
5.990000, 0.436730
6.000000, 0.437216
6.010000, 0.437702
6.020000, 0.438187
6.030000, 0.438671
6.040000, 0.439154
6.050000, 0.439637
6.060000, 0.440119
6.070000, 0.440600
6.080000, 0.441080
6.090000, 0.441559
6.100000, 0.442038
6.110000, 0.442516
6.120000, 0.442993
6.130000, 0.443469
6.140000, 0.443945
6.150000, 0.444420
6.160000, 0.444894
6.170000, 0.445367
6.180000, 0.445840
6.190000, 0.446311
6.200000, 0.446782
6.210000, 0.447252
6.220000, 0.447722
6.230000, 0.448190
6.240000, 0.448658
6.250000, 0.449125
6.260000, 0.449591
6.270000, 0.450057
6.280000, 0.450521
6.290000, 0.450985
6.300000, 0.451448
6.310000, 0.451911
6.320000, 0.452372
6.330000, 0.452833
6.340000, 0.453293
6.350000, 0.453752
6.360000, 0.454211
6.370000, 0.454668
6.380000, 0.455125
6.390000, 0.455581
6.400000, 0.456036
6.410000, 0.456491
6.420000, 0.456945
6.430000, 0.457398
6.440000, 0.457850
6.450000, 0.458302
6.460000, 0.458752
6.470000, 0.459202
6.480000, 0.459651
6.490000, 0.460100
6.500000, 0.460547
6.510000, 0.460994
6.520000, 0.461440
6.530000, 0.461885
6.540000, 0.462330
6.550000, 0.462773
6.560000, 0.463216
6.570000, 0.463659
6.580000, 0.464100
6.590000, 0.464541
6.600000, 0.464980
6.610000, 0.465419
6.620000, 0.465858
6.630000, 0.466295
6.640000, 0.466732
6.650000, 0.467168
6.660000, 0.467603
6.670000, 0.468038
6.680000, 0.468472
6.690000, 0.468904
6.700000, 0.469337
6.710000, 0.469768
6.720000, 0.470199
6.730000, 0.470629
6.740000, 0.471058
6.750000, 0.471486
6.760000, 0.471914
6.770000, 0.472340
6.780000, 0.472767
6.790000, 0.473192
6.800000, 0.473616
6.810000, 0.474040
6.820000, 0.474463
6.830000, 0.474885
6.840000, 0.475307
6.850000, 0.475728
6.860000, 0.476148
6.870000, 0.476567
6.880000, 0.476985
6.890000, 0.477403
6.900000, 0.477820
6.910000, 0.478236
6.920000, 0.478652
6.930000, 0.479066
6.940000, 0.479480
6.950000, 0.479893
6.960000, 0.480306
6.970000, 0.480718
6.980000, 0.481128
6.990000, 0.481539
7.000000, 0.481948
7.010000, 0.482357
7.020000, 0.482765
7.030000, 0.483172
7.040000, 0.483578
7.050000, 0.483984
7.060000, 0.484389
7.070000, 0.484793
7.080000, 0.485197
7.090000, 0.485599
7.100000, 0.486001
7.110000, 0.486403
7.120000, 0.486803
7.130000, 0.487203
7.140000, 0.487602
7.150000, 0.488000
7.160000, 0.488398
7.170000, 0.488794
7.180000, 0.489190
7.190000, 0.489586
7.200000, 0.489980
7.210000, 0.490374
7.220000, 0.490767
7.230000, 0.491160
7.240000, 0.491551
7.250000, 0.491942
7.260000, 0.492332
7.270000, 0.492722
7.280000, 0.493111
7.290000, 0.493499
7.300000, 0.493886
7.310000, 0.494272
7.320000, 0.494658
7.330000, 0.495043
7.340000, 0.495428
7.350000, 0.495811
7.360000, 0.496194
7.370000, 0.496577
7.380000, 0.496958
7.390000, 0.497339
7.400000, 0.497719
7.410000, 0.498098
7.420000, 0.498477
7.430000, 0.498855
7.440000, 0.499232
7.450000, 0.499608
7.460000, 0.499984
7.470000, 0.500359
7.480000, 0.500733
7.490000, 0.501107
7.500000, 0.501480
7.510000, 0.501852
7.520000, 0.502224
7.530000, 0.502594
7.540000, 0.502964
7.550000, 0.503334
7.560000, 0.503702
7.570000, 0.504070
7.580000, 0.504438
7.590000, 0.504804
7.600000, 0.505170
7.610000, 0.505535
7.620000, 0.505899
7.630000, 0.506263
7.640000, 0.506626
7.650000, 0.506989
7.660000, 0.507350
7.670000, 0.507711
7.680000, 0.508071
7.690000, 0.508431
7.700000, 0.508790
7.710000, 0.509148
7.720000, 0.509505
7.730000, 0.509862
7.740000, 0.510218
7.750000, 0.510574
7.760000, 0.510928
7.770000, 0.511282
7.780000, 0.511636
7.790000, 0.511988
7.800000, 0.512340
7.810000, 0.512692
7.820000, 0.513042
7.830000, 0.513392
7.840000, 0.513742
7.850000, 0.514090
7.860000, 0.514438
7.870000, 0.514785
7.880000, 0.515132
7.890000, 0.515478
7.900000, 0.515823
7.910000, 0.516167
7.920000, 0.516511
7.930000, 0.516854
7.940000, 0.517197
7.950000, 0.517539
7.960000, 0.517880
7.970000, 0.518220
7.980000, 0.518560
7.990000, 0.518899
8.000000, 0.519238
8.010000, 0.519576
8.020000, 0.519913
8.030000, 0.520249
8.040000, 0.520585
8.050000, 0.520920
8.060000, 0.521255
8.070000, 0.521589
8.080000, 0.521922
8.090000, 0.522255
8.100000, 0.522586
8.110000, 0.522918
8.120000, 0.523248
8.130000, 0.523578
8.140000, 0.523908
8.150000, 0.524236
8.160000, 0.524564
8.170000, 0.524891
8.180000, 0.525218
8.190000, 0.525544
8.200000, 0.525870
8.210000, 0.526194
8.220000, 0.526519
8.230000, 0.526842
8.240000, 0.527165
8.250000, 0.527487
8.260000, 0.527809
8.270000, 0.528129
8.280000, 0.528450
8.290000, 0.528769
8.300000, 0.529088
8.310000, 0.529407
8.320000, 0.529725
8.330000, 0.530042
8.340000, 0.530358
8.350000, 0.530674
8.360000, 0.530989
8.370000, 0.531304
8.380000, 0.531618
8.390000, 0.531931
8.400000, 0.532244
8.410000, 0.532556
8.420000, 0.532867
8.430000, 0.533178
8.440000, 0.533488
8.450000, 0.533798
8.460000, 0.534107
8.470000, 0.534415
8.480000, 0.534723
8.490000, 0.535030
8.500000, 0.535337
8.510000, 0.535643
8.520000, 0.535948
8.530000, 0.536253
8.540000, 0.536557
8.550000, 0.536860
8.560000, 0.537163
8.570000, 0.537465
8.580000, 0.537767
8.590000, 0.538068
8.600000, 0.538368
8.610000, 0.538668
8.620000, 0.538967
8.630000, 0.539266
8.640000, 0.539564
8.650000, 0.539861
8.660000, 0.540158
8.670000, 0.540454
8.680000, 0.540750
8.690000, 0.541045
8.700000, 0.541340
8.710000, 0.541633
8.720000, 0.541927
8.730000, 0.542219
8.740000, 0.542511
8.750000, 0.542803
8.760000, 0.543094
8.770000, 0.543384
8.780000, 0.543674
8.790000, 0.543963
8.800000, 0.544251
8.810000, 0.544539
8.820000, 0.544827
8.830000, 0.545113
8.840000, 0.545400
8.850000, 0.545685
8.860000, 0.545970
8.870000, 0.546255
8.880000, 0.546539
8.890000, 0.546822
8.900000, 0.547105
8.910000, 0.547387
8.920000, 0.547669
8.930000, 0.547950
8.940000, 0.548230
8.950000, 0.548510
8.960000, 0.548789
8.970000, 0.549068
8.980000, 0.549346
8.990000, 0.549624
9.000000, 0.549901
9.010000, 0.550177
9.020000, 0.550453
9.030000, 0.550729
9.040000, 0.551003
9.050000, 0.551278
9.060000, 0.551551
9.070000, 0.551825
9.080000, 0.552097
9.090000, 0.552369
9.100000, 0.552641
9.110000, 0.552912
9.120000, 0.553182
9.130000, 0.553452
9.140000, 0.553721
9.150000, 0.553990
9.160000, 0.554258
9.170000, 0.554525
9.180000, 0.554793
9.190000, 0.555059
9.200000, 0.555325
9.210000, 0.555590
9.220000, 0.555855
9.230000, 0.556120
9.240000, 0.556384
9.250000, 0.556647
9.260000, 0.556910
9.270000, 0.557172
9.280000, 0.557433
9.290000, 0.557695
9.300000, 0.557955
9.310000, 0.558215
9.320000, 0.558475
9.330000, 0.558734
9.340000, 0.558992
9.350000, 0.559250
9.360000, 0.559508
9.370000, 0.559764
9.380000, 0.560021
9.390000, 0.560277
9.400000, 0.560532
9.410000, 0.560787
9.420000, 0.561041
9.430000, 0.561295
9.440000, 0.561548
9.450000, 0.561801
9.460000, 0.562053
9.470000, 0.562304
9.480000, 0.562555
9.490000, 0.562806
9.500000, 0.563056
9.510000, 0.563306
9.520000, 0.563555
9.530000, 0.563803
9.540000, 0.564052
9.550000, 0.564299
9.560000, 0.564546
9.570000, 0.564793
9.580000, 0.565039
9.590000, 0.565284
9.600000, 0.565529
9.610000, 0.565774
9.620000, 0.566018
9.630000, 0.566261
9.640000, 0.566504
9.650000, 0.566747
9.660000, 0.566989
9.670000, 0.567230
9.680000, 0.567471
9.690000, 0.567712
9.700000, 0.567952
9.710000, 0.568191
9.720000, 0.568430
9.730000, 0.568669
9.740000, 0.568907
9.750000, 0.569144
9.760000, 0.569381
9.770000, 0.569618
9.780000, 0.569854
9.790000, 0.570090
9.800000, 0.570325
9.810000, 0.570559
9.820000, 0.570793
9.830000, 0.571027
9.840000, 0.571260
9.850000, 0.571493
9.860000, 0.571725
9.870000, 0.571957
9.880000, 0.572188
9.890000, 0.572419
9.900000, 0.572649
9.910000, 0.572879
9.920000, 0.573108
9.930000, 0.573337
9.940000, 0.573566
9.950000, 0.573794
9.960000, 0.574021
9.970000, 0.574248
9.980000, 0.574475
9.990000, 0.574701
10.000000, 0.574926
10.010000, 0.575151
10.020000, 0.575376
10.030000, 0.575600
10.040000, 0.575824
10.050000, 0.576047
10.060000, 0.576270
10.070000, 0.576492
10.080000, 0.576714
10.090000, 0.576935
10.100000, 0.577156
10.110000, 0.577377
10.120000, 0.577597
10.130000, 0.577816
10.140000, 0.578036
10.150000, 0.578254
10.160000, 0.578472
10.170000, 0.578690
10.180000, 0.578907
10.190000, 0.579124
10.200000, 0.579341
10.210000, 0.579557
10.220000, 0.579772
10.230000, 0.579987
10.240000, 0.580202
10.250000, 0.580416
10.260000, 0.580630
10.270000, 0.580843
10.280000, 0.581056
10.290000, 0.581268
10.300000, 0.581480
10.310000, 0.581692
10.320000, 0.581903
10.330000, 0.582113
10.340000, 0.582324
10.350000, 0.582533
10.360000, 0.582743
10.370000, 0.582952
10.380000, 0.583160
10.390000, 0.583368
10.400000, 0.583576
10.410000, 0.583783
10.420000, 0.583990
10.430000, 0.584196
10.440000, 0.584402
10.450000, 0.584607
10.460000, 0.584812
10.470000, 0.585017
10.480000, 0.585221
10.490000, 0.585425
10.500000, 0.585628
10.510000, 0.585831
10.520000, 0.586034
10.530000, 0.586236
10.540000, 0.586437
10.550000, 0.586638
10.560000, 0.586839
10.570000, 0.587040
10.580000, 0.587240
10.590000, 0.587439
10.600000, 0.587638
10.610000, 0.587837
10.620000, 0.588035
10.630000, 0.588233
10.640000, 0.588431
10.650000, 0.588628
10.660000, 0.588824
10.670000, 0.589021
10.680000, 0.589216
10.690000, 0.589412
10.700000, 0.589607
10.710000, 0.589801
10.720000, 0.589996
10.730000, 0.590189
10.740000, 0.590383
10.750000, 0.590576
10.760000, 0.590768
10.770000, 0.590961
10.780000, 0.591152
10.790000, 0.591344
10.800000, 0.591535
10.810000, 0.591725
10.820000, 0.591916
10.830000, 0.592105
10.840000, 0.592295
10.850000, 0.592484
10.860000, 0.592673
10.870000, 0.592861
10.880000, 0.593049
10.890000, 0.593236
10.900000, 0.593423
10.910000, 0.593610
10.920000, 0.593796
10.930000, 0.593982
10.940000, 0.594167
10.950000, 0.594353
10.960000, 0.594537
10.970000, 0.594722
10.980000, 0.594906
10.990000, 0.595089
11.000000, 0.595272
11.010000, 0.595455
11.020000, 0.595638
11.030000, 0.595820
11.040000, 0.596001
11.050000, 0.596183
11.060000, 0.596363
11.070000, 0.596544
11.080000, 0.596724
11.090000, 0.596904
11.100000, 0.597083
11.110000, 0.597262
11.120000, 0.597441
11.130000, 0.597619
11.140000, 0.597797
11.150000, 0.597975
11.160000, 0.598152
11.170000, 0.598329
11.180000, 0.598505
11.190000, 0.598681
11.200000, 0.598857
11.210000, 0.599032
11.220000, 0.599207
11.230000, 0.599382
11.240000, 0.599556
11.250000, 0.599730
11.260000, 0.599903
11.270000, 0.600077
11.280000, 0.600249
11.290000, 0.600422
11.300000, 0.600594
11.310000, 0.600765
11.320000, 0.600937
11.330000, 0.601108
11.340000, 0.601278
11.350000, 0.601449
11.360000, 0.601619
11.370000, 0.601788
11.380000, 0.601957
11.390000, 0.602126
11.400000, 0.602295
11.410000, 0.602463
11.420000, 0.602631
11.430000, 0.602798
11.440000, 0.602965
11.450000, 0.603132
11.460000, 0.603298
11.470000, 0.603464
11.480000, 0.603630
11.490000, 0.603796
11.500000, 0.603961
11.510000, 0.604125
11.520000, 0.604290
11.530000, 0.604454
11.540000, 0.604617
11.550000, 0.604780
11.560000, 0.604943
11.570000, 0.605106
11.580000, 0.605268
11.590000, 0.605430
11.600000, 0.605592
11.610000, 0.605753
11.620000, 0.605914
11.630000, 0.606075
11.640000, 0.606235
11.650000, 0.606395
11.660000, 0.606554
11.670000, 0.606714
11.680000, 0.606873
11.690000, 0.607031
11.700000, 0.607189
11.710000, 0.607347
11.720000, 0.607505
11.730000, 0.607662
11.740000, 0.607819
11.750000, 0.607976
11.760000, 0.608132
11.770000, 0.608288
11.780000, 0.608444
11.790000, 0.608599
11.800000, 0.608754
11.810000, 0.608908
11.820000, 0.609063
11.830000, 0.609217
11.840000, 0.609370
11.850000, 0.609524
11.860000, 0.609677
11.870000, 0.609830
11.880000, 0.609982
11.890000, 0.610134
11.900000, 0.610286
11.910000, 0.610437
11.920000, 0.610588
11.930000, 0.610739
11.940000, 0.610890
11.950000, 0.611040
11.960000, 0.611190
11.970000, 0.611339
11.980000, 0.611489
11.990000, 0.611638
12.000000, 0.611786
12.010000, 0.611935
12.020000, 0.612083
12.030000, 0.612230
12.040000, 0.612378
12.050000, 0.612525
12.060000, 0.612671
12.070000, 0.612818
12.080000, 0.612964
12.090000, 0.613110
12.100000, 0.613256
12.110000, 0.613401
12.120000, 0.613546
12.130000, 0.613690
12.140000, 0.613835
12.150000, 0.613979
12.160000, 0.614122
12.170000, 0.614266
12.180000, 0.614409
12.190000, 0.614552
12.200000, 0.614694
12.210000, 0.614837
12.220000, 0.614979
12.230000, 0.615120
12.240000, 0.615262
12.250000, 0.615403
12.260000, 0.615543
12.270000, 0.615684
12.280000, 0.615824
12.290000, 0.615964
12.300000, 0.616103
12.310000, 0.616243
12.320000, 0.616382
12.330000, 0.616520
12.340000, 0.616659
12.350000, 0.616797
12.360000, 0.616935
12.370000, 0.617072
12.380000, 0.617210
12.390000, 0.617347
12.400000, 0.617483
12.410000, 0.617620
12.420000, 0.617756
12.430000, 0.617892
12.440000, 0.618027
12.450000, 0.618162
12.460000, 0.618297
12.470000, 0.618432
12.480000, 0.618567
12.490000, 0.618701
12.500000, 0.618835
12.510000, 0.618968
12.520000, 0.619101
12.530000, 0.619234
12.540000, 0.619367
12.550000, 0.619500
12.560000, 0.619632
12.570000, 0.619764
12.580000, 0.619895
12.590000, 0.620027
12.600000, 0.620158
12.610000, 0.620289
12.620000, 0.620419
12.630000, 0.620550
12.640000, 0.620680
12.650000, 0.620809
12.660000, 0.620939
12.670000, 0.621068
12.680000, 0.621197
12.690000, 0.621325
12.700000, 0.621454
